text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
"So are you ready to share your 32nd? You are on…  25 times 25 is equal …  No, I don’t know, I’m trying to question to you.  And then we could ask you, what would be the division, the equation for… Okay? So think about it. Whatever you get up to, it doesn’t matter.  So I need you to kind of finish wherever you are.  Student R?  Finish wherever you are and then think of the multiplication, the multiples…",teacher,79,4,,,0.0,إذاً هل أنت مستعد لتقاسم الثالثة والثلاثين؟ أنت على... 25 × 25 يساوي... لا، لا أعرف، أنا أحاول أن أسألك. ومن ثم يمكننا أن نسألك، ما سيكون التقسيم، المعادلة ل... حسناً؟ فكري في الأمر.,"So are you ready to divide by thirty-three? you're on... 25 × 25 is equal to... no, I don't know, I'm trying to ask you. and then we can ask you, what would be the division, the equation for... okay? think about it."
Am I going to fit multiples to 50?,student,8,1,,0.0,,هل سأطابق مضاعفات إلى 50؟,Am I going to match multiples to 50?
"To 50? You think you can get to that? That’s fine.  Can you predict? You can predict up to 50, because you did it up to 25, then can you predict up to 50? That’s good.  Then we’re going to kind of share. Now, listen, listen, listen.  Student K, come here and finish this. Then we’ll do the roller coaster park. Three minutes.  Wherever you get is fine.  You can share. Now, I don’t see your equation, Student K. Wherever you get…  Write an equation.  And you didn't write an equation for any of these.  So do them.",teacher,98,3,1.0,,0.0,إلى 50؟ هل تعتقد أنه يمكنك الوصول إلى ذلك؟ هذا جيد. هل يمكنك التنبؤ؟ يمكنك التنبؤ حتى 50، لأنك فعلت ذلك حتى 25، ثم يمكنك التنبؤ حتى 50؟ هذا جيد. ثم سنقوم بتقاسم نوعا ما. الآن، اسمع، اسمع، اسمع. الطالب K، تعال هنا وانتهى من هذا. ثم سنقوم بـ حديقة الرحلات الجوية. ثلاث دقائق. أينما تصلين هو جيد. يمكنك تقاسم. الآن، أنا لا أرى معادلتك، الطالب K. أينما تصلين ... كتابة معادلة. وأنت لم تكتب معادلة لأي من هذه. لذلك قم بها.,"Do you think you can get to 50? That's good. Can you predict? You can predict up to 50, because you did it up to 25, then you can predict up to 50? That's good. Then we're going to sort of share. Now, listen, listen, listen. Student K, come here and finish this. Then we're going to do an airplane park. Three minutes. Wherever you get to is good. You can share. Now, I don't see your equation, student K. Wherever you get to"
"Okay.  I’m sorry, I thought I had to stop right there.",student,11,0,,0.0,,حسناً، أنا آسفة، ظننت أن عليّ التوقف هنا,"Well, I'm sorry, I thought I should stop here."
"Three minutes. Okay, 15 times 16 is…",teacher,7,0,0.0,,0.0,ثلاث دقائق حسناً، 15 × 16 هي...,"Three minutes well, 15 × 16 is..."
240.,student,1,0,,,,240.,240.
"2,040, wow.  So you think you can predict, you can write a prediction for 16 times 32?",teacher,17,0,,,0.0,"2,040, واو. اذا تعتقد انك تستطيع التنبؤ، يمكنك كتابة التنبؤ ل 16 × 32؟","2,040, wow. if you think you can predict, can you write a prediction for 16 × 32?"
I did for this one.,student,5,0,,,,لقد فعلت هذا,I've already done that.
"A multiple [inaudible] division.  Can you predict? Okay, so you’re ready to share your equation for the 32nd? And then, get a division.  No, no, you don’t need to give me the answer, but the whole equation.  Remember what your base number was, it’s 48? So it’s 48…",teacher,48,6,0.0,,0.0,التقسيم المتعدد. هل يمكنك التنبؤ؟ حسناً، إذاً أنت مستعد لتقاسم معادلتك للثلاثين؟ ثم، احصل على تقسيم. لا، لا، لا، لست بحاجة إلى إعطائي الإجابة، ولكن المعادلة بأكملها. تذكر ما كان رقم أساسك، هو 48؟ لذلك هو 48...,"Well, then you're ready to divide your equation by thirty? then, get a division. no, no, no, no, you don't need to give me the answer, but the whole equation. remember what your base number was, 48? so it's 48..."
Times 32.,student,2,0,,,,32 مرة,Thirty-two times.
Equal…,teacher,1,0,,,0.0,متساوية,Equal to each other
"1,536. I have to get up to what number? 25?",student,10,0,,0.0,,1536، أي رقم يجب أن أصل إليه؟,"1536, what number should I reach?"
"No, for you, you asked me to stop at 45, but you said you could predict for 50 because you know for 35. 35.   25.  Right?  So you said, oh, if I know for 25, then I can make it up to 50 or predict, right? Okay, one minute. Nice work. A few minutes. Oh, so you just do skip counting by 15.  Oh, I thought you were going to do this number up to…",teacher,75,0,1.0,,0.0,لا، بالنسبة لك، طلبت مني التوقف عند 45، ولكنك قلت أنك تستطيع التنبؤ بـ 50 لأنك تعرف بـ 35، 35، 25، صحيح؟ لذا قلت، أوه، إذا كنت أعرف بـ 25، فيمكنني أن أصل إلى 50 أو التنبؤ، أليس كذلك؟ حسنا، دقيقة واحدة. عمل جيد. بضع دقائق.,"No, for you, you asked me to stop at 45, but you said you could predict 50 because you know 35, 35, 25, right? So I said, oh, if I knew 25, I could get to 50 or predict, right?"
"Oh, up to 50.",student,4,0,,,,أوه، حتى 50.,"Oh, even 50."
"The 50th multiple.  It’s not up to 50, but it’s up to the 50th multiple. Student K?",teacher,17,2,,,0.0,المضاعف الخمسين، ليس حتى الخمسين، لكنه حتى المضاعف الخمسين. الطالب ك؟,"Fifty times fifty, not even fifty, but even fifty times fifty."
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"I don’t appreciate you not doing the work, and you are just, you know, when I ask you the equation and the prediction. At least you could write the prediction. So make sure you have a prediction.  Even if you didn't get to the 32nd write the prediction.  Write the prediction, and then we could go back and prove it, that means, make sure we investigate. Now, you may sit and share with us.   Okay, now I need everyone. Student N, Student N, I’m waiting.  Student V.  I just need you back.  I need your attention back, Student S. You need to put your pencil down please, or pen.  Excuse me, pen and pencil.  Pen and pencil.  Let’s wait for… Good job, Student I.  Good job, Student K.  Student R, good job.  Student K. Student N, good job.  He’s waiting.  We need everybody’s attention.  Student S, good job.  Student S, put it down. Good job. Now, I need someone that can share what did we learn? What did we learn by doing this investigation? By doing this investigation.  Student R, I’m talking to you.  See, she didn’t.  Some people did not put their pen and pencil, markers, crayons, put them down.  I want you to think. Yes, Student K, what did you learn?",teacher,213,1,,,0.0,أنا لا أقدر أنك لا تقوم بالعمل ، وأنت فقط ، كما تعلمون ، عندما أسألك عن المعادلة والتنبؤ. الطالب V. أنا فقط أحتاجك مرة أخرى. أنا بحاجة إلى انتباهك مرة أخرى ، الطالب S. يجب أن تضع قلمك ، أو قلمك. عذراً ، وقلمك وقلمك. رجاءً انتظر ... جيد ، الطالب I. وظيفة جيدة ، الطالب K. R. ، وظيفة جيدة. نعم ، ما الذي قام به بعض الطالب.,"I don't appreciate you not doing the work, and you just, you know, when I ask you about the equation and the prediction. Student V. I just need you again. I need your attention again, student S. You should put your pen, or pen. Excuse me, your pen, and your pen. Please wait... Good, student I. Good job, student K.R., good job. Yes, what some student did."
12.,student,1,0,,,,12,12  12 
So your base number was 12.,teacher,6,0,,,0.0,إذاً الرقم الأساسي الخاص بك كان 12,So your base number was 12?
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
Okay.,teacher,1,0,,,0.0,-حسناً,-Well then
146.,student,1,0,,,,146.,146.
"So, I could say, 12 equals 146 and so this is my factor. And this is a missing factor.",teacher,19,0,,,0.0,لذا، يمكنني أن أقول، 12 يساوي 146، وهذا هو عاملي، وهذا هو عامل مفقود.,"So, I can say, 12 is equal to 146, and this is my factor, and this is the missing factor."
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
And that’s times…,teacher,3,0,,,0.0,وهذه هي الأوقات,And these are the times
12 times…,student,2,0,,,,12 مرة...,Twelve times...
"Oh, 12 times.  12 times factor, times factor, equals…",teacher,9,0,,,0.0,12 مرّة، 12 مرّة عامل، مرّة عامل، يساوي...,"12 times, 12 times worker, once worker, is equal to..."
146.,student,1,0,,,,146.,146.
"146, that’s the product.  See, here, Student R is not looking. I need you to help.  Student K is doing factor times factor equals 146, the product.  But he has a missing factor.",teacher,33,2,,,0.0,"146, هذا هو المنتج. انظر, هنا, الطالب R لا يبحث. أنا بحاجة لمساعدتك. الطالب K يفعل عامل × عامل يساوي 146, المنتج. ولكن لديه عامل مفقود.","Look, here, student R isn't looking. I need your help. student K does factor × factor is equal to 146, the product. but he has a missing factor."
Mr. J…,student,2,0,,,,سيد جي...,The Master of the...
"Let’s wait for everyone, Student R especially.",teacher,7,0,,,0.0,دعونا ننتظر الجميع، الطالب ر خاصة.,"Let's wait for everyone, especially the student."
Can I share mine now?,student,5,0,,,,هل يمكنني مشاركة حياتي الآن؟,Can I share my life now?
"You need to share, but I’ll write.  All right? All right, go ahead.",teacher,13,0,1.0,,0.0,يجب أن تشاركني، لكنّي سأكتب، حسناً؟,"You have to share it with me, but I'm going to write it, okay?"
Factor times…,student,2,0,,,,أوقات العامل...,The working hours...
We did that.  What is the missing factor?,teacher,8,0,,,0.0,لقد فعلنا ذلك ما هو العامل المفقود؟,We did it. What's the missing factor?
146 divided by 12.,student,4,1,,,,146 مقسمة على 12,146 divided by 12
"Thank you very much! Yeah! I’m glad somebody came here.  That’s why I need everyone now.  Student R is really not paying attention.  Student S, you know what?  You’re really not paying attention to us.  Good job.  Student S, Student S. So when we have a missing factor, you could do 146, which is the product, divide…",teacher,57,2,,,0.0,شكراً جزيلاً! نعم! أنا سعيدة أن أحدهم جاء هنا. لهذا أحتاج الجميع الآن. الطالب R حقاً لا يهتم. الطالب S، أتعلمون ماذا؟ أنت حقاً لا تهتم إلينا. عمل جيد. الطالب S، الطالب S. لذا عندما يكون لدينا عامل مفقود، يمكنك أن تفعل 146، وهو المنتج، تقسيم...,"Yes, I'm glad someone came here. That's why I need everyone now. Student R really doesn't care. Student S, you know what? You really don't care about us. Good job. Student S, student S. So when we have a missing factor, you can do 146, which is the product, divide..."
Divide by 12.,multiple students,3,1,,,,تقسّم بـ12,Divide by 12.
So into 12.  So he said he could have made a problem.,teacher,12,0,,,0.0,لذا في 12 وقال انه قد يكون لديه مشكلة.,So at 12 he said he might have a problem.
My problem is that there is a roller coaster…,student,9,0,,0.0,,مشكلتي هي أن هناك عربة متجولة,My problem is that there's a stroller.
"You like that roller coaster problem.  I know, I could tell you were doing that roller coaster.  Hey, can somebody help make a problem out of this.  You could make a problem out of that, and this is his division.  This is his division equation.  Listen, Student R, Student R, I need you to help him making a problem with this.  Maybe it doesn’t have to be a roller coaster yet.  So, it’s a division.",teacher,75,4,1.0,,0.0,أنت تحب مشكلة الساحلات العابرة. أعرف، يمكنني أن أقول أنك كنت تفعل ذلك الساحلة العابرة. مهلا، هل يمكن لأي شخص أن يساعد في جعل مشكلة من هذا. يمكنك أن تجعل مشكلة من ذلك، وهذا هو تقسيمه. هذه هي معادلة تقسيمه. اسمع، الطالب R، الطالب R، أنا بحاجة إلى مساعدتك في جعل له مشكلة مع هذا. ربما لا يجب أن يكون الساحلة العابرة بعد. لذلك، انها تقسيم.,"Hey, can anyone help make this a problem? You can make this a problem, and that's partitioning. This is partitioning equation. Listen, student R, student R, I need your help making this a problem for him. Maybe it shouldn't be partitioning anymore. So, it's partitioning."
Miss L’s class are counting by 63.,student,7,0,,,,"الآنسة فصيلة الـ ""إل"" تُعد إلى 63","Our Lady of the ""L"" class is numbered 63"
"No, his was.",teacher,3,0,0.0,,0.0,لا، كان له.,"No, it was his."
Miss L’s class are counting by 12.,student,7,0,,,,"فئة السيدة ""إل"" تُعد إلى 12","The category of Lady ""L"" is 12."
"Yes, we need some help.  We need help.  Student S.  Student S. Student V.  You’re not looking. He said he could make a problem.",teacher,24,0,0.0,,0.0,أجل، نحتاج إلى بعض المساعدة نحتاج إلى المساعدة الطالب (س) الطالب (س) الطالب (ف) أنت لا تنظر، قال أنه يمكن أن يسبب مشكلة,"Yes, we need some help. We need help. Student (s) Student (s) Student (f) You don't look, he said it could cause trouble"
The 16th…,student,2,0,,,,في السادس عشر...,In the sixteenth...
"Now, you’re making it for [inaudible], but I want you to help him with this.",teacher,15,0,,,0.0,الآن، أنت تَجْعلُه ل [غير مُسمع، لكن أُريدُك أنْ تساعده مع هذا.,"Now, you make it unheard of, but I want you to help him with this."
You could say the kids in Miss L’s class are counting by 12s.,student,13,0,,1.0,,يمكنك أن تقول أن الأطفال في فئة السيدة L  يحتسبون إلى 12s.,You could say that the children in Mrs. L's class count as 12s.
"Okay, all right, let’s wait for people.  Hold on, hold on, Student B.",teacher,13,0,0.0,,0.0,حسناً، حسناً، لننتظر الناس.,"Well, well, let's wait for people."
How did you find out my nickname?,student,7,0,,,,كيف عرفتي لقبّي؟,How did you know my last name?
"I don’t know.  Now, listen.  Student N.  Good job.  I need someone.",teacher,12,0,1.0,,0.0,لا أعلم، اسمع، الطالب (ن) ، عمل جيد، أحتاج إلى شخص ما,"I don't know, listen, student, good job, I need someone"
The 16th number is [inaudible].,student,5,0,,,,الرقم السادس عشر هو [غير قابل للسمع].,The number sixteen is [inaudible].
"You keep on saying the 16th.  We are up here.  You’re not looking. Let’s see if we can get… Student K.  If we can get Student S to help her.  Because we turned it into a division to help him. Student R, you’re not looking.  See, it’s here and here. Good job.  I find two people.  Yes?",teacher,57,1,1.0,,0.0,استمر في قول السادس عشر. نحن هنا. أنت لا تبحث. دعونا نرى إذا كان بإمكاننا الحصول على... الطالب K. إذا كان بإمكاننا الحصول على الطالب S لمساعدتها. لأننا حولناها إلى قسم لمساعدته. الطالب R، أنت لا تبحث. انظر، انها هنا وهنا. عمل جيد. وجدت شخصين. نعم.,"Keep saying sixteenth. we're here. you're not looking. let's see if we can get... student K. if we can get student S to help her. because we've turned her into a department to help him. student R, you're not looking. look, she's here and here. good job. found two people. yes."
All the class is counting by 12.,student,7,0,,,,كل الفصل يحتسب إلى 12,Each chapter is counted to twelve.
This is the problem.  That’s the division.,teacher,7,1,0.0,,0.0,هذه هي المشكلة، هذه هي القسم,"That's the problem, that's the section."
"All the class is counting by 46. Mr. J, I’ve got a problem.  [Inaudible]  [Speaking in French]",student,17,0,,0.0,,كل الفصل يحتسب إلى 46 سيد جي لدي مشكلة,Each chapter counts for 46 MSGs. I have a problem.
[Inaudible] [Crosstalk],multiple students,2,0,,,,[غير مسموع] [كروسستالك],[Unheard of] [Crossstalk]
Good job! When it’s division…,teacher,5,1,,,0.0,عمل جيد عندما يكون التقسيم...,Good work when division is...
[Inaudible] [Crosstalk] [French],multiple students,3,0,,,,[غير مسموع] [كروسستالك] [فرنسية],[Unheard of] [Crossstalk] [French]
Can you start it with 12?,teacher,6,0,,,0.0,هل يمكنك البدء بـ 12؟,Can you start with 12?
"There’s a big, big…",student,4,0,,,,هناك كبيرا، كبير...,"There is a big, big..."
"Wait a minute, if you’re making a problem, he’s talking about writing the problem from this one.  We always start with the…",teacher,22,0,,,0.0,انتظروا لحظة، إذا كنتم تخلقون مشكلة، فهو يتحدث عن كتابة المشكلة من هذه.,"Wait a minute, if you're creating a problem, he's talking about writing the problem out of this one."
Product.,student,1,1,,,,المنتج,The product
"Product, thank you, that’s division.  And to find the next factor…",teacher,11,2,,,0.0,المنتج، شكراً لك، هذا التقسيم، ولإيجاد العامل التالي...,"The product, thank you, this division, and to find the next factor..."
"I have another one, there’s a big tower in Boston.  It has 32…",student,13,0,,0.0,,لدي واحدة أخرى، هناك برج كبير في بوسطن.,"I have another one, there's a big tower in Boston."
No.,teacher,1,0,0.0,,0.0,-كلا .,"- No , not at all ."
It has 246 floors.,student,4,0,,,,لديها 246 طابق,It has 246 floors.
"Floors, good job.",teacher,3,0,,,0.0,أرضيات، عمل جيد.,"Grounds, good work."
"No, it has 146 pupils in it.",student,7,0,,,,لا، لديها 146 تلميذ فيها.,"No, she has 146 students in it."
"We’re talking about a tower that has 146 floors.  Then how is this one…  What does this one say? Listen to me, what does this sign say?",teacher,27,0,1.0,,0.0,نحن نتحدث عن برج يمتد إلى 146 طابقًا، إذاً كيف يبدو هذا... ماذا يقول هذا؟,"We're talking about a 146-story tower, so what does this look like... what does this say?"
Divide.,student,1,1,,,,تقسيم.,Divide it into two parts.
"Divide.  So the next sentence would be, it is grouping or breaking of…",teacher,13,1,,,0.0,إذاً الجملة التالية ستكون، هي تجميع أو كسر...,"So the next sentence is going to be, is it an aggregation or a breakdown..."
[Long] division.,student,2,1,,,,التقسيم الطويل,The long division.
"Thank you, the word for division is shared…",teacher,8,1,,,0.0,شكراً لك، كلمة الانقسام مشتركة...,"Thank you, the word separation is common..."
Grouping.,student,1,0,,,,المجموعات.,The groups.
Grouping.,teacher,1,0,,,0.0,المجموعات.,The groups.
Breaking?,student,1,0,,,,الإقتحام؟,The break-in?
"You know, I’m glad this turned into…",teacher,7,0,,,0.0,أتعلمين، أنا سعيدة أن هذا تحول إلى...,"You know, I'm glad this turned into..."
Breaking and fixing…,student,3,0,,,,كسر وإصلاح...,Breaking and repair...
"Breaking and fixing it.  Okay? So maybe we should take out this.  I’m looking for another one, another problem, another person making another division problem.  You have to bring out your multiple for 32nd, that’s our purpose.",teacher,37,2,,,0.0,أنا أبحث عن مشكلة أخرى، شخص آخر يشكّل مشكلة أخرى في التقسيم، يجب أن تُخرج ضربك للثلاثين، هذا هو هدفنا.,"I'm looking for another problem, another person forming another problem in division, you have to get your multiplication out to thirty, that's our goal."
64.,student,1,0,,,,64,64 64
64 was your base number.,teacher,5,0,,,0.0,64 كان رقمك الأساسي,64 was your prime number.
Times.,student,1,0,,,,"""تايمز""","""The Times"""
Times.,teacher,1,0,,,0.0,"""تايمز""","""The Times"""
32.,student,1,0,,,,32.,32. 32.
32.,teacher,1,0,,,0.0,32.,32. 32.
Equals.,student,1,0,,,,متساوية,Equal to each other
Yeah.,teacher,1,0,,,0.0,-أجل، أجل,"- Yes, yes, yes"
"1,024.",student,1,0,,,,1024,1024 1024
"1,024.  1,024.  Now, did you change this into a division equation?",teacher,11,2,,,1.0,الآن، هل قمت بتحويل هذا إلى معادلة تقسيم؟,"Now, have you converted this to a division equation?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
So…,teacher,1,0,,,0.0,إذاً...,So...
1024 divided by 32 equals 64.,student,6,1,,,,1024 مقسومة على 32 تساوي 64.,1024 divided by 32 is 64.
Good job! It’s easy.  So did you learn something?,teacher,9,0,0.0,,1.0,عمل جيد، الأمر سهل، هل تعلمت شيئاً؟,"Good job, it's easy, did you learn anything?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"What did you learn, tell us?",teacher,6,0,,,1.0,ما الذي تعلمته، أخبرنا؟,"What did you learn, tell us?"
I learned that multiples of …,student,6,1,,,,لقد تعلمت أن مضاعفات ...,I've learned that doubling ...
Tower… equation…,teacher,2,1,0.0,,0.0,البرج... المعادلة...,The tower... the equation...
For division.,student,2,1,,,,من أجل القسم,For the sake of the oath
Multiple tower for…,teacher,3,1,,,0.0,أبراج متعددة ل...,Multiple towers for the...
Division.,student,1,1,,,,القسم,I swear by it.
Is this division?,teacher,3,1,,,0.0,هل هذه هي القسم؟,Is this the section?
Multiplication.,multiple students,1,1,,,,مضاعفة,It's going to be doubled.
Like opposite of division.,student,4,1,,,,كالعكس من التقسيم,as the opposite of division.
So does that help us during the division?,teacher,8,1,,,0.0,إذاً هل يساعدنا هذا أثناء التقسيم؟,So does this help us during the partition?
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
You have to know your multiplication so you can do division.,student,11,2,,0.0,,يجب أن تعرف ضربك حتى تتمكن من القيام بالتقسيم,You have to know your beat to be able to do the division.
"Very good, very good, very good.  So that’s what we learned. Now, another person, another sharing, and this will be the last one. Last one, let’s see who can share.  Who learned something? Student R? Thank you.  So I see 1, 2, 3, 4, 5, and she’s raising her paper, that means she learned a lot.  Now, would you be able to write tonight in your learners…",teacher,67,0,0.0,,0.0,"جيد جدا، جيد جدا، جيد جدا. هذا ما تعلمناه. الآن، شخص آخر، مشاركة أخرى، وهذه ستكون الأخيرة. الأخيرة، دعونا نرى من يمكنه مشاركة. من تعلم شيئا؟ الطالب R؟ شكراً. لذلك أرى 1, 2, 3, 4, 5، وهي ترفع ورقتها، وهذا يعني أنها تعلمت الكثير. الآن، هل يمكنك أن تكتب الليلة في المتعلمين الخاص بك...","Very good, very good, very good. That's what we learned. Now, another person, another participation, and this will be the last. Last, let's see who can participate. Who learned something? Student R? Thank you. So I see 1, 2, 3, 4, 5, and she's raising her paper, which means she's learned a lot. Now, can you write tonight in your learners..."
Notebooks.,student,1,0,,,,أدوات الملاحظات,The tools for taking notes
"Notebooks.  Student N really did a good job participating and helping us, right?",teacher,13,0,,,0.0,المكتبات، الطالب (ن) فعل عملاً جيداً بالمشاركة ومساعدتنا، صحيح؟,"Libraries, the student has done a good job of sharing and helping us, right?"
"He really said good stuff, multiplication tower. My base number was 72.",student,12,1,,0.0,,لقد قال أشياء جيدة حقاً، برج مضاعفة رقم أساسي كان 72.,"He said really good things, the tower double prime number was 72."
Let’s get to her 72.,teacher,5,0,1.0,,0.0,دعونا نصل إلى 72,Let's get to 72
Times.,student,1,0,,,,"""تايمز""","""The Times"""
Times.,teacher,1,0,,,0.0,"""تايمز""","""The Times"""
32.,student,1,0,,,,32.,32. 32.
32.,teacher,1,0,,,0.0,32.,32. 32.
Equals…,student,1,0,,,,متساوية,Equal to each other
Let’s see who’s not paying attention.  Equals.,teacher,7,0,,,0.0,دعونا نرى من لا يهتم,Let's see who doesn't care.
"Equals 1,152.",student,2,0,,,,"يساوي 1,152.","is equal to 1,152."
"1,152.  How? Did you really skip count, did that get you to this point? Because I know your 16th was what? Your 16th? So 72 times 16 equals what? What did you get?",teacher,33,0,,,0.0,"1,152. كيف؟ هل تخطيت حقًا العد، هل أوصلتك إلى هذه النقطة؟ لأنني أعرف أن الـ 16 كان ماذا؟ الـ 16؟ إذاً 72 × 16 يساوي ماذا؟ ما الذي حصلت عليه؟","1,152. how? did you really skip the count, did i get you to this point? because i know that the 16 was what? the 16? so 72 x 16 is equal to what? what did i get?"
"Oh, I was doing the 16.",student,6,0,,,,لقد كنت أقوم بالـ16,I was doing 16.
So that’s the 16.,teacher,4,0,1.0,,0.0,إذاً هذا هو 16.,So this is 16.
My 32 was…,student,3,0,,,,32 كان...,It was 32...
So 72 times 32 would be…,teacher,6,0,,,0.0,اذاً 72 × 32 سيكون...,So 72 x 32 is going to be...
1000…,student,1,0,,,,1000...,1000...
Is it still 1000?,teacher,4,0,,,0.0,هل لا تزال ألف؟,Is there still a thousand?
"No, 2000!",student,2,0,,,,لا، 2000!,"No, two thousand!"
Yep.,teacher,1,0,,,0.0,-أجل .,- Yes .
2000…,student,1,0,,,,2000...,2000...
Look at that.  2000… anybody can help? We need help.,teacher,10,0,,,0.0,انظر لهذا 2000 هل يمكن لأي شخص أن يساعدنا؟,Look at this 2000 Can anyone help us?
Time it by 2.,student,4,0,,,,توقيتها في الساعة الثانية,The timing is at two o'clock.
Thank you very much.  So I could time by 2 here to make it 32?,teacher,15,0,,,0.0,شكراً جزيلاً، هل يمكنني التوقيت بـ2 هنا لجعله 32؟,"Thank you very much, can I dial 2 here to make it 32?"
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
Oh.  Let’s help her please.,teacher,5,0,,,0.0,دعونا نساعدها من فضلك,"Let's help her, please"
2 times 2 equals 4.,student,5,0,,,,2 × 2 = 4,2 × 2 = 4 2 2
2 times 2 equals 4.,teacher,5,0,1.0,,0.0,2 × 2 = 4,2 × 2 = 4 2 2
2 times 5 equals 10.,student,5,0,,,,2 × 5 = 10,5 × 5 = 10 2 2
"I put down zero.  Carry 1. 2 time 1, plus 1…",teacher,11,0,0.0,,0.0,أضع الصفر، أحمل 1. 2 × 1، زائد 1...,"I put zero, I carry 1. 2 × 1, plus 1..."
"Plus 2, plus 3, [inaudible] 2,304.",student,6,0,,,,بالإضافة إلى 2، بالإضافة إلى 3،,"In addition to 2, in addition to 3,"
"So that’s our prediction.  And were you able to write your division equation? Did you? Now what would we have division equation? Those guys are not really helping us.  No, you’re not sharing.  Thank you, Student R.",teacher,37,4,1.0,,0.0,هذا هو التنبؤ لدينا. وهل كنت قادرا على كتابة معادلة التقسيم الخاصة بك؟ هل فعلت؟ الآن ما الذي سيكون لدينا معادلة التقسيم؟ هؤلاء الرجال لا يساعدوننا حقا. لا، أنت لا تشارك. شكرا، الطالب R.,"That's our prediction. And were you able to write your own partition equation? Did you? Now what would we have the partition equation? These guys aren't really helping us. No, you're not. Thank you, student R."
"2,304 divided by 32.",student,4,1,,,,"2,304 مقسمة على 32.","2,304 divided by 32."
"Thank you, Student N.  Student N is the one that really kind of… 2,304.",teacher,14,0,,,0.0,"شكراً، الطالب N. الطالب N هو واحد حقاً نوع من... 2,304.","Thank you, student N. Student N is truly one type of... 2,304."
Divided by 32 equals 72.,multiple students,5,1,,,,مقسماً بـ32 يساوي 72.,Divided by 32 is equal to 72.
Very good! That’s [marvelous].  [Then she say] oh!,teacher,8,0,0.0,,0.0,جيد جداً، هذا رائع.,"Very good, that's great."
Me too.,student,2,0,,,,أنا أيضاً,Me too.
You did too? Good.,teacher,4,0,,,0.0,هل فعلت ذلك أيضاً؟,Did you do that too?
"How can it be, because the 32… [Crosstalk]",student,8,0,,1.0,,كيف يمكن أن يكون، لأن 32 ... [Crosstalk],"How could it be, because 32 ... [Crosstalk]"
"31st. 2,000…",teacher,2,0,0.0,,0.0,الثالث والعشرون ألفاً,The twenty-third thousand.
"2,460.",student,1,0,,,,"2,460.","2,460."
Did you add?,teacher,3,1,,,0.0,هل أضفتها؟,Have you added them?
"I added the thing, and I added 0 times 2 is 2.",student,12,0,,0.0,,لقد أضفت الشيء، وأضفت 0 × 2 هو 2.,"I've added the item, and I've added 0 × 2 is 2."
"Well, you know, effective would mean I investigate and I find this and then people help and we get to the best, right? So that was a very, very good investigation.",teacher,31,0,0.0,,0.0,حسناً، كما تعلمون، الفعالية تعني أن أقوم بالتحقيق وأجد هذا ثم يساعد الناس ونحصل على الأفضل، صحيح؟,"Well, you know, effectiveness means I investigate and find this and then help people and get the best out of it, right?"
It was fun learning.,student,4,0,,,,كان الأمر ممتعاً للتعلم.,It was fun to learn.
Fun learning.,teacher,2,0,,,0.0,تعلم ممتع.,Learning is fun.
